
	Warning... 
	   Date Selected:                 20180101:0100
	   First Entry In Datebase:       20180215:0100
	   ...Resetting Date Selected To: 20180215:0100
hancock
hourly summary

date,time,atmp,pcpn,relh,srad,wspd
10/13/2018,11:00,4.4,0.00,74.7,491.9,1.8
10/13/2018,12:00,5.5,0.00,73.2,953.2,2.4
10/13/2018,13:00,7.6,0.00,68.7,1149.0,2.8
10/13/2018,14:00,8.6,0.00,64.7,1422.1,3.3
10/13/2018,15:00,9.8,0.00,62.0,1702.6,3.2
10/13/2018,16:00,10.5,0.00,60.6,1195.3,3.4
10/13/2018,17:00,10.8,0.00,60.1,884.9,3.5
10/13/2018,18:00,10.0,0.00,64.4,244.6,2.5
10/13/2018,19:00,8.7,0.00,70.5,11.9,2.0
10/13/2018,20:00,7.7,0.00,76.0,0.0,2.4
10/13/2018,21:00,8.0,0.00,76.1,0.0,2.9
10/13/2018,22:00,7.9,0.00,77.5,0.0,2.6
10/13/2018,23:00,7.6,0.00,80.6,0.0,1.8
10/13/2018,24:00,7.2,0.00,83.8,0.0,1.4
10/14/2018,01:00,6.8,0.00,87.3,0.0,1.1
10/14/2018,02:00,6.4,0.00,90.5,0.0,1.1
10/14/2018,03:00,6.2,0.00,94.1,0.0,1.0
10/14/2018,04:00,6.3,0.00,95.5,0.0,0.6
10/14/2018,05:00,6.4,0.00,96.1,0.0,0.7
10/14/2018,06:00,6.5,0.00,98.6,0.0,0.6
10/14/2018,07:00,6.5,0.00,99.5,0.0,0.7
10/14/2018,08:00,6.4,0.25,100.0,13.3,0.3
10/14/2018,09:00,6.2,0.76,100.0,53.6,0.8
10/14/2018,10:00,5.4,0.25,100.0,156.5,1.8
10/14/2018,11:00,5.3,0.00,100.0,208.9,1.7
10/14/2018,12:00,5.2,0.25,100.0,165.2,1.8
10/14/2018,13:00,5.0,0.00,99.4,168.8,2.3
10/14/2018,14:00,4.1,0.00,99.9,201.3,2.7
10/14/2018,15:00,3.5,0.00,100.0,253.7,3.0
10/14/2018,16:00,2.7,0.00,99.0,185.2,3.2
10/14/2018,17:00,2.4,0.25,100.0,49.9,2.5
10/14/2018,18:00,1.4,0.51,100.0,22.8,2.6
10/14/2018,19:00,0.7,0.00,100.0,0.5,1.8
10/14/2018,20:00,0.2,0.25,100.0,0.0,1.8
10/14/2018,21:00,0.2,0.00,100.0,0.0,1.0
10/14/2018,22:00,0.2,0.00,100.0,0.0,0.6
10/14/2018,23:00,0.2,0.00,100.0,0.0,1.3
10/14/2018,24:00,0.2,0.00,100.0,0.0,1.5
10/15/2018,01:00,0.2,0.00,100.0,0.0,1.5
10/15/2018,02:00,0.2,0.00,100.0,0.0,1.6
10/15/2018,03:00,0.1,0.00,100.0,0.0,1.6
10/15/2018,04:00,0.0,0.00,100.0,0.0,1.5
10/15/2018,05:00,0.0,0.00,100.0,0.0,1.6
10/15/2018,06:00,-0.3,0.00,100.0,0.0,1.6
10/15/2018,07:00,-0.4,0.00,90.0,0.0,2.4
10/15/2018,08:00,-0.9,0.00,85.8,23.1,1.7
10/15/2018,09:00,-0.2,0.00,87.2,367.3,1.9
10/15/2018,10:00,0.6,0.00,81.8,714.7,3.6
10/15/2018,11:00,1.1,2.29,77.2,994.1,3.4
10/15/2018,12:00,1.1,0.76,70.8,1099.0,3.7
10/15/2018,13:00,1.7,0.00,67.4,1335.4,3.8
10/15/2018,14:00,2.0,0.00,65.1,779.8,3.3
10/15/2018,15:00,2.6,0.00,62.2,839.2,3.6
10/15/2018,16:00,3.0,0.00,61.0,587.1,3.3
10/15/2018,17:00,3.4,0.00,59.6,601.3,2.9
10/15/2018,18:00,3.4,0.00,62.2,200.5,1.7
10/15/2018,19:00,2.3,0.00,69.2,7.9,0.9
10/15/2018,20:00,1.3,0.00,75.2,0.0,0.7
10/15/2018,21:00,0.6,0.00,81.3,0.0,1.0
10/15/2018,22:00,0.4,0.00,82.5,0.0,1.3
10/15/2018,23:00,0.8,0.00,79.1,0.0,0.8
10/15/2018,24:00,0.8,0.00,79.1,0.0,0.9
10/16/2018,01:00,1.0,0.00,78.2,0.0,1.6
10/16/2018,02:00,1.0,0.00,77.3,0.0,1.4
10/16/2018,03:00,0.8,0.00,78.8,0.0,1.7
10/16/2018,04:00,1.2,0.00,75.0,0.0,1.8
10/16/2018,05:00,1.7,0.00,71.8,0.0,2.2
10/16/2018,06:00,1.9,0.00,71.2,0.0,2.3
10/16/2018,07:00,2.3,0.00,70.8,0.0,2.4
10/16/2018,08:00,2.5,0.00,71.8,45.0,2.8
10/16/2018,09:00,3.0,0.00,71.5,239.5,3.0
10/16/2018,10:00,4.2,0.00,68.6,701.6,3.3
10/16/2018,11:00,5.9,0.00,63.3,1303.8,3.9
10/16/2018,12:00,7.5,0.00,59.8,1864.0,3.7
10/16/2018,13:00,9.3,0.00,57.0,2009.5,3.4
10/16/2018,14:00,11.5,0.00,52.8,1978.3,3.3
10/16/2018,15:00,12.7,0.00,48.4,1759.6,3.5
10/16/2018,16:00,13.0,0.00,45.5,1272.3,4.1
10/16/2018,17:00,13.4,0.00,42.0,856.5,3.9
10/16/2018,18:00,12.3,0.00,43.5,291.7,2.9
10/16/2018,19:00,10.1,0.00,51.9,6.8,1.5
10/16/2018,20:00,8.5,0.00,58.4,0.0,0.8
10/16/2018,21:00,8.2,0.00,54.7,0.0,1.3
10/16/2018,22:00,7.1,0.00,58.9,0.0,0.6
10/16/2018,23:00,5.4,0.00,66.7,0.0,0.7
10/16/2018,24:00,5.2,0.00,65.7,0.0,2.0
10/17/2018,01:00,4.3,0.00,67.6,0.0,1.8
10/17/2018,02:00,3.5,0.00,71.2,0.0,1.9
10/17/2018,03:00,3.7,0.00,71.5,0.0,2.2
10/17/2018,04:00,3.4,0.00,66.9,0.0,2.7
10/17/2018,05:00,3.0,0.00,62.7,0.0,3.8
10/17/2018,06:00,2.8,0.00,63.5,0.0,3.1
10/17/2018,07:00,2.7,0.00,67.6,0.0,2.1
10/17/2018,08:00,2.6,0.00,66.4,18.0,3.1
10/17/2018,09:00,2.1,0.00,58.6,416.6,3.6
10/17/2018,10:00,3.1,0.00,51.8,1151.4,3.7
10/17/2018,11:00,4.6,0.00,48.0,1612.8,3.1
10/17/2018,12:00,6.2,0.00,43.2,1916.6,4.2
10/17/2018,13:00,7.3,0.00,40.7,2038.1,4.3
10/17/2018,14:00,8.4,0.00,37.3,2012.7,4.4
10/17/2018,15:00,8.9,0.00,35.4,1767.0,4.2
10/17/2018,16:00,9.3,0.00,33.6,1347.2,3.7
10/17/2018,17:00,8.9,0.00,30.9,856.6,4.1
10/17/2018,18:00,7.9,0.00,32.6,285.7,2.9
10/17/2018,19:00,5.5,0.00,40.6,6.1,1.5
10/17/2018,20:00,2.6,0.00,54.6,0.0,0.3
10/17/2018,21:00,-0.1,0.00,71.2,0.0,0.2
10/17/2018,22:00,-1.5,0.00,76.9,0.0,0.2
10/17/2018,23:00,-2.4,0.00,82.3,0.0,0.2
10/17/2018,24:00,-3.0,0.00,85.6,0.0,0.2
10/18/2018,01:00,-3.1,0.00,86.2,0.0,0.2
10/18/2018,02:00,-3.5,0.00,86.7,0.0,0.2
10/18/2018,03:00,-3.8,0.00,89.7,0.0,0.2
10/18/2018,04:00,-4.1,0.00,92.5,0.0,0.2
10/18/2018,05:00,-4.1,0.00,94.4,0.0,0.2
10/18/2018,06:00,-4.1,0.00,97.4,0.0,0.2
10/18/2018,07:00,-3.9,0.00,98.3,0.0,0.2
10/18/2018,08:00,-3.5,0.00,91.3,29.3,0.3
10/18/2018,09:00,0.5,0.00,70.7,558.3,1.0
10/18/2018,10:00,5.1,0.00,49.8,1112.6,2.0
10/18/2018,11:00,7.5,0.00,42.8,1560.0,2.9
10/18/2018,12:00,9.4,0.00,40.9,1860.7,3.0
10/18/2018,13:00,11.3,0.00,38.6,1981.0,3.1
10/18/2018,14:00,13.0,0.00,39.2,1928.9,3.1
10/18/2018,15:00,14.2,0.00,39.7,1688.4,3.1
10/18/2018,16:00,14.9,0.00,39.9,1195.2,3.1
10/18/2018,17:00,15.1,0.00,40.2,800.6,2.7
10/18/2018,18:00,13.9,0.00,44.8,253.4,1.7
10/18/2018,19:00,11.3,0.00,53.1,5.2,1.6
10/18/2018,20:00,9.6,0.00,60.6,0.0,1.9
10/18/2018,21:00,9.1,0.00,63.0,0.0,2.0
10/18/2018,22:00,9.8,0.00,61.8,0.0,2.0
10/18/2018,23:00,10.0,0.00,62.5,0.0,1.8
10/18/2018,24:00,9.1,0.00,67.6,0.0,1.7
10/19/2018,01:00,9.7,0.00,66.8,0.0,1.7
10/19/2018,02:00,9.6,0.00,69.2,0.0,1.9
10/19/2018,03:00,9.6,0.00,71.4,0.0,2.1
10/19/2018,04:00,9.1,0.00,75.5,0.0,2.3
10/19/2018,05:00,9.2,0.00,76.5,0.0,2.4
10/19/2018,06:00,9.4,0.00,76.8,0.0,2.3
10/19/2018,07:00,10.0,0.00,74.3,0.0,1.8
10/19/2018,08:00,10.5,0.00,71.2,10.6,1.8
10/19/2018,09:00,10.8,0.00,69.6,96.5,2.4
10/19/2018,10:00,10.4,0.51,76.7,179.2,2.6
10/19/2018,11:00,9.7,0.25,90.2,272.2,2.2
10/19/2018,12:00,9.7,0.25,96.2,382.4,2.5
10/19/2018,13:00,10.0,0.00,100.0,248.4,3.2
10/19/2018,14:00,10.0,0.00,100.0,166.9,3.3
10/19/2018,15:00,10.4,0.00,100.0,174.4,3.4
10/19/2018,16:00,10.8,0.00,100.0,109.0,3.4
10/19/2018,17:00,11.9,0.00,96.3,461.3,3.3
10/19/2018,18:00,12.5,0.00,90.9,138.9,2.6
10/19/2018,19:00,12.1,0.00,92.4,4.2,2.2
10/19/2018,20:00,11.7,0.00,73.8,0.0,1.7
10/19/2018,21:00,10.3,0.00,60.4,0.0,0.9
10/19/2018,22:00,9.6,0.00,59.4,0.0,1.3
10/19/2018,23:00,8.7,0.00,60.1,0.0,0.9
10/19/2018,24:00,7.8,0.00,63.4,0.0,1.0
10/20/2018,01:00,7.3,0.00,65.0,0.0,1.2
10/20/2018,02:00,7.1,0.00,66.8,0.0,1.8
10/20/2018,03:00,6.7,0.00,69.4,0.0,1.7
10/20/2018,04:00,5.6,0.00,75.2,0.0,0.6
10/20/2018,05:00,5.6,0.00,74.1,0.0,1.3
10/20/2018,06:00,5.5,0.00,72.5,0.0,2.3
10/20/2018,07:00,5.8,0.00,73.5,0.0,2.9
10/20/2018,08:00,4.4,0.25,85.0,18.3,3.6
10/20/2018,09:00,3.0,0.00,81.4,150.3,5.0
10/20/2018,10:00,3.1,0.00,68.5,616.5,4.8
10/20/2018,11:00,2.1,0.25,70.4,556.0,5.0
10/20/2018,12:00,0.4,0.00,85.8,529.5,5.5
10/20/2018,13:00,0.1,0.25,93.0,960.5,6.1
10/20/2018,14:00,2.3,0.00,61.9,1760.2,8.5
10/20/2018,15:00,2.9,0.00,50.9,1462.8,7.2
10/20/2018,16:00,2.9,0.00,47.3,1074.2,6.3
10/20/2018,17:00,2.6,0.00,44.6,658.3,5.8
10/20/2018,18:00,1.9,0.00,48.3,246.8,4.8
10/20/2018,19:00,0.5,0.00,55.8,4.1,2.8
10/20/2018,20:00,-0.6,0.00,63.7,0.0,1.8
10/20/2018,21:00,-1.9,0.00,71.7,0.0,0.7
10/20/2018,22:00,-2.9,0.00,78.3,0.0,0.3
10/20/2018,23:00,-4.2,0.00,88.7,0.0,0.2
10/20/2018,24:00,-4.7,0.00,93.1,0.0,0.2
10/21/2018,01:00,-5.2,0.00,99.3,0.0,0.2
10/21/2018,02:00,-5.5,0.00,99.5,0.0,0.2
10/21/2018,03:00,-5.7,0.00,99.9,0.0,0.2
10/21/2018,04:00,-5.4,0.00,99.8,0.0,0.3
10/21/2018,05:00,-4.6,0.00,96.3,0.0,0.3
10/21/2018,06:00,-4.7,0.00,99.0,0.0,0.3
10/21/2018,07:00,-4.9,0.00,99.1,0.0,0.4
10/21/2018,08:00,-4.7,0.00,93.6,23.1,0.9
10/21/2018,09:00,-2.4,0.00,80.6,513.1,1.5
10/21/2018,10:00,0.8,0.00,63.6,1043.7,2.2
10/21/2018,11:00,3.0,0.00,52.6,1517.5,3.1
10/21/2018,12:00,4.5,0.00,46.5,1541.5,3.5
10/21/2018,13:00,5.9,0.00,43.4,1569.9,3.3
10/21/2018,14:00,7.6,0.00,39.6,1860.1,3.3
10/21/2018,15:00,8.6,0.00,37.0,1640.5,3.5
10/21/2018,16:00,9.2,0.00,35.6,1075.3,3.4
10/21/2018,17:00,9.5,0.00,35.1,747.3,3.1
10/21/2018,18:00,8.7,0.00,39.6,212.6,1.8
10/21/2018,19:00,5.5,0.00,54.3,3.2,0.5
10/21/2018,20:00,3.2,0.00,65.7,0.0,0.5
10/21/2018,21:00,2.5,0.00,67.9,0.0,0.7
10/21/2018,22:00,2.5,0.00,66.8,0.0,0.9
10/21/2018,23:00,2.4,0.00,67.0,0.0,0.8
10/21/2018,24:00,0.9,0.00,75.3,0.0,0.3
10/22/2018,01:00,-0.5,0.00,84.4,0.0,0.2
10/22/2018,02:00,-1.2,0.00,87.3,0.0,0.2
10/22/2018,03:00,-1.9,0.00,92.4,0.0,0.2
10/22/2018,04:00,-2.0,0.00,93.9,0.0,0.2
10/22/2018,05:00,-1.8,0.00,94.6,0.0,0.2
10/22/2018,06:00,-2.2,0.00,97.7,0.0,0.2
10/22/2018,07:00,-2.1,0.00,96.6,0.0,0.2
10/22/2018,08:00,-2.5,0.00,99.3,25.2,0.2
10/22/2018,09:00,0.7,0.00,87.0,482.6,0.2
10/22/2018,10:00,3.9,0.00,72.9,1054.2,0.7
10/22/2018,11:00,8.2,0.00,58.6,1512.5,1.1
10/22/2018,12:00,11.2,0.00,47.8,1823.0,2.2
10/22/2018,13:00,13.5,0.00,41.5,1950.6,2.8
10/22/2018,14:00,15.2,0.00,36.3,1903.1,3.5
10/22/2018,15:00,16.1,0.00,32.7,1660.0,3.9
10/22/2018,16:00,16.1,0.00,28.1,1135.3,4.1
10/22/2018,17:00,15.6,0.00,28.5,757.9,3.8
10/22/2018,18:00,14.1,0.00,32.1,204.6,2.2
10/22/2018,19:00,11.9,0.00,36.7,2.9,1.5
10/22/2018,20:00,10.3,0.00,40.8,0.0,1.2
10/22/2018,21:00,9.1,0.00,41.7,0.0,1.3
10/22/2018,22:00,8.2,0.00,42.5,0.0,1.3
10/22/2018,23:00,6.9,0.00,48.6,0.0,2.0
10/22/2018,24:00,6.2,0.00,52.3,0.0,2.6
10/23/2018,01:00,5.2,0.00,53.5,0.0,1.8
10/23/2018,02:00,3.9,0.00,59.6,0.0,1.7
10/23/2018,03:00,2.8,0.00,67.0,0.0,1.1
10/23/2018,04:00,1.8,0.00,74.8,0.0,0.8
10/23/2018,05:00,0.7,0.00,82.7,0.0,0.6
10/23/2018,06:00,0.3,0.00,85.5,0.0,0.7
10/23/2018,07:00,-0.3,0.00,89.2,0.0,1.2
10/23/2018,08:00,-1.0,0.00,93.9,32.8,1.0
10/23/2018,09:00,0.7,0.00,89.9,428.3,1.3
10/23/2018,10:00,3.9,0.00,78.3,1038.2,2.9
10/23/2018,11:00,6.6,0.00,64.9,1494.1,3.6
10/23/2018,12:00,8.3,0.00,55.6,1803.9,2.9
10/23/2018,13:00,9.3,0.00,49.0,1936.0,3.2
10/23/2018,14:00,10.1,0.00,45.7,1882.3,3.1
10/23/2018,15:00,10.6,0.00,43.9,1647.3,2.9
10/23/2018,16:00,10.6,0.00,44.8,1152.8,2.9
10/23/2018,17:00,10.3,0.00,46.0,750.8,2.2
10/23/2018,18:00,8.8,0.00,50.8,193.8,1.5
10/23/2018,19:00,4.8,0.00,70.4,2.3,0.2
10/23/2018,20:00,2.0,0.00,84.3,0.0,0.2
10/23/2018,21:00,0.4,0.00,93.2,0.0,0.2
10/23/2018,22:00,-0.6,0.00,99.1,0.0,0.2
10/23/2018,23:00,-1.4,0.00,99.9,0.0,0.2
10/23/2018,24:00,-2.0,0.00,99.9,0.0,0.3
10/24/2018,01:00,-1.0,0.00,97.3,0.0,1.0
10/24/2018,02:00,1.3,0.00,86.1,0.0,1.5
10/24/2018,03:00,1.4,0.00,85.9,0.0,0.7
10/24/2018,04:00,1.3,0.00,86.1,0.0,0.6
10/24/2018,05:00,0.8,0.00,89.0,0.0,0.5
10/24/2018,06:00,-0.0,0.00,95.9,0.0,0.2
10/24/2018,07:00,0.2,0.00,100.0,0.0,0.2
10/24/2018,08:00,0.4,0.00,100.0,24.5,0.3
10/24/2018,09:00,2.1,0.00,93.9,434.8,0.7
10/24/2018,10:00,4.8,0.00,85.5,1005.5,1.4
10/24/2018,11:00,6.4,0.00,77.6,1451.9,1.8
10/24/2018,12:00,8.5,0.00,63.3,1776.6,1.2
10/24/2018,13:00,9.8,0.00,54.6,1877.8,1.2
10/24/2018,14:00,10.6,0.00,50.2,1809.2,1.6
10/24/2018,15:00,11.1,0.00,48.6,1516.9,1.4
10/24/2018,16:00,11.4,0.00,46.5,1016.9,1.5
10/24/2018,17:00,11.2,0.00,46.8,619.7,1.5
10/24/2018,18:00,9.9,0.00,52.3,159.8,0.9
10/24/2018,19:00,5.9,0.00,71.0,1.2,0.2
10/24/2018,20:00,3.7,0.00,79.9,0.0,0.2
10/24/2018,21:00,3.3,0.00,80.4,0.0,0.2
10/24/2018,22:00,3.1,0.00,82.6,0.0,0.2
10/24/2018,23:00,4.3,0.00,78.4,0.0,0.4
10/24/2018,24:00,3.9,0.00,80.6,0.0,0.6
10/25/2018,01:00,3.4,0.00,84.2,0.0,0.4
10/25/2018,02:00,3.1,0.00,86.7,0.0,0.4
10/25/2018,03:00,2.4,0.00,90.6,0.0,0.6
10/25/2018,04:00,2.2,0.00,92.5,0.0,0.2
10/25/2018,05:00,1.6,0.00,97.2,0.0,0.4
10/25/2018,06:00,1.7,0.00,98.4,0.0,0.9
10/25/2018,07:00,1.7,0.00,98.5,0.0,0.8
10/25/2018,08:00,1.8,0.00,99.6,34.5,1.0
10/25/2018,09:00,2.8,0.00,95.5,267.9,1.2
10/25/2018,10:00,5.2,0.00,82.7,628.3,1.6
10/25/2018,11:00,7.4,0.00,69.3,984.0,2.0
10/25/2018,12:00,8.8,0.00,61.6,1255.0,1.6
10/25/2018,13:00,10.6,0.00,53.9,1714.5,1.7
10/25/2018,14:00,11.6,0.00,49.0,1763.9,2.0
10/25/2018,15:00,11.5,0.00,50.3,1151.9,2.1
10/25/2018,16:00,11.4,0.00,50.3,672.2,1.8
10/25/2018,17:00,10.5,0.00,52.0,271.3,1.8
10/25/2018,18:00,9.6,0.00,55.7,69.3,1.0
10/25/2018,19:00,7.8,0.00,66.2,0.3,0.2
10/25/2018,20:00,7.0,0.00,69.3,0.0,0.2
10/25/2018,21:00,5.1,0.00,77.5,0.0,0.2
10/25/2018,22:00,4.3,0.00,81.4,0.0,0.2
10/25/2018,23:00,4.6,0.00,80.4,0.0,0.3
10/25/2018,24:00,5.3,0.00,77.0,0.0,0.3
10/26/2018,01:00,4.6,0.00,82.5,0.0,0.2
10/26/2018,02:00,4.1,0.00,88.2,0.0,0.2
10/26/2018,03:00,4.0,0.00,87.3,0.0,0.2
10/26/2018,04:00,3.8,0.00,88.6,0.0,0.2
10/26/2018,05:00,3.4,0.00,94.7,0.0,0.2
10/26/2018,06:00,3.7,0.00,95.1,0.0,0.2
10/26/2018,07:00,3.3,0.00,99.0,0.0,0.2
10/26/2018,08:00,3.8,0.00,97.5,13.7,0.2
10/26/2018,09:00,4.4,0.00,91.5,161.6,0.4
10/26/2018,10:00,5.6,0.00,87.5,335.3,0.3
10/26/2018,11:00,7.0,0.00,79.4,529.8,0.6
10/26/2018,12:00,7.9,0.00,74.5,674.8,0.9
10/26/2018,13:00,8.8,0.00,70.7,890.9,1.1
10/26/2018,14:00,10.0,0.00,62.4,1250.0,1.1
10/26/2018,15:00,10.4,0.00,60.2,824.8,0.7
10/26/2018,16:00,10.7,0.00,60.3,712.5,0.6
10/26/2018,17:00,10.5,0.00,59.1,485.9,0.5
10/26/2018,18:00,9.1,0.00,66.5,87.4,0.2
10/26/2018,19:00,7.5,0.00,75.2,0.6,0.2
10/26/2018,20:00,7.4,0.00,75.5,0.0,0.2
10/26/2018,21:00,7.2,0.00,75.8,0.0,0.3
10/26/2018,22:00,7.1,0.00,75.9,0.0,0.4
10/26/2018,23:00,6.7,0.00,80.0,0.0,0.4
10/26/2018,24:00,6.3,0.00,85.2,0.0,0.4
10/27/2018,01:00,6.0,0.00,88.2,0.0,0.3
10/27/2018,02:00,5.6,0.00,91.5,0.0,0.2
10/27/2018,03:00,5.3,0.00,96.3,0.0,0.2
10/27/2018,04:00,5.3,0.00,99.5,0.0,0.2
10/27/2018,05:00,5.1,0.00,99.9,0.0,0.2
10/27/2018,06:00,5.0,0.00,98.9,0.0,0.2
10/27/2018,07:00,5.0,0.00,100.0,0.0,0.2
10/27/2018,08:00,5.0,0.00,100.0,5.4,0.4
10/27/2018,09:00,5.2,0.00,100.0,71.1,0.4
10/27/2018,10:00,5.9,0.00,100.0,192.5,0.7
10/27/2018,11:00,6.5,0.00,99.7,319.6,0.6
10/27/2018,12:00,7.0,0.25,100.0,390.7,0.5
10/27/2018,13:00,7.6,0.25,97.6,655.7,0.6
10/27/2018,14:00,7.9,0.25,86.1,581.7,1.3
10/27/2018,15:00,7.6,0.00,86.5,282.0,0.7
10/27/2018,16:00,7.7,0.00,88.4,203.3,0.5
10/27/2018,17:00,7.5,0.00,93.8,89.2,0.2
10/27/2018,18:00,7.4,0.00,98.1,30.0,0.2
10/27/2018,19:00,7.1,0.00,100.0,0.0,0.2
10/27/2018,20:00,6.9,0.00,100.0,0.0,0.2
10/27/2018,21:00,6.9,0.00,100.0,0.0,0.4
10/27/2018,22:00,6.6,0.00,100.0,0.0,0.4
10/27/2018,23:00,6.6,0.00,97.0,0.0,1.1
10/27/2018,24:00,6.7,0.00,94.9,0.0,1.1
10/28/2018,01:00,6.6,0.00,94.6,0.0,1.1
10/28/2018,02:00,6.3,0.00,98.5,0.0,1.6
10/28/2018,03:00,5.9,0.25,100.0,0.0,2.2
10/28/2018,04:00,5.7,0.25,100.0,0.0,2.1
10/28/2018,05:00,5.7,0.76,100.0,0.0,2.1
10/28/2018,06:00,6.1,0.25,100.0,0.0,1.3
10/28/2018,07:00,6.3,0.76,100.0,0.0,0.3
10/28/2018,08:00,6.4,1.78,100.0,3.2,0.2
10/28/2018,09:00,6.5,0.51,100.0,28.9,0.7
10/28/2018,10:00,6.7,0.00,100.0,218.3,2.0
10/28/2018,11:00,6.5,0.25,100.0,151.2,3.0
10/28/2018,12:00,6.5,0.00,100.0,188.6,4.1
10/28/2018,13:00,6.2,0.25,100.0,148.9,3.9
10/28/2018,14:00,6.2,0.00,100.0,272.4,3.7
10/28/2018,15:00,6.7,0.00,96.3,224.5,3.9
10/28/2018,16:00,7.0,0.00,92.5,309.8,3.4
10/28/2018,17:00,7.3,0.00,89.1,135.1,2.6
10/28/2018,18:00,7.2,0.00,90.6,14.3,1.4
10/28/2018,19:00,7.2,0.00,90.6,0.0,1.4
10/28/2018,20:00,7.1,0.00,95.1,0.0,1.8
10/28/2018,21:00,6.4,0.00,100.0,0.0,1.2
10/28/2018,22:00,5.5,0.25,100.0,0.0,0.3
10/28/2018,23:00,5.2,0.00,100.0,0.0,0.3
10/28/2018,24:00,5.2,0.00,100.0,0.0,0.6
10/29/2018,01:00,4.9,0.00,100.0,0.0,0.7
10/29/2018,02:00,4.5,0.00,99.1,0.0,1.3
10/29/2018,03:00,3.9,0.00,100.0,0.0,0.6
10/29/2018,04:00,4.8,0.00,96.9,0.0,1.7
10/29/2018,05:00,4.9,0.00,98.0,0.0,1.6
10/29/2018,06:00,4.9,0.00,97.6,0.0,1.4
10/29/2018,07:00,4.8,0.00,97.4,0.0,1.3
10/29/2018,08:00,4.3,0.00,99.3,20.2,0.9
10/29/2018,09:00,4.5,0.00,96.9,367.1,0.9
10/29/2018,10:00,6.0,0.00,87.1,884.1,2.5
10/29/2018,11:00,6.5,0.00,78.3,661.9,2.2
10/29/2018,12:00,6.0,0.00,82.3,313.3,1.4
10/29/2018,13:00,6.1,0.00,81.1,363.6,1.6
10/29/2018,14:00,6.5,0.00,77.0,603.0,0.7
10/29/2018,15:00,6.8,0.00,73.8,642.3,0.6
10/29/2018,16:00,7.2,0.00,72.0,350.4,0.6
10/29/2018,17:00,7.0,0.00,75.2,228.8,1.2
10/29/2018,18:00,6.6,0.00,79.0,58.9,0.2
10/29/2018,19:00,5.6,0.00,86.3,0.3,0.2
10/29/2018,20:00,5.4,0.00,89.7,0.0,0.3
10/29/2018,21:00,5.2,0.00,92.1,0.0,0.4
10/29/2018,22:00,5.2,0.00,94.3,0.0,0.8
10/29/2018,23:00,5.1,0.00,95.3,0.0,0.8
10/29/2018,24:00,5.0,0.00,98.8,0.0,0.7
10/30/2018,01:00,4.9,0.00,99.7,0.0,0.8
10/30/2018,02:00,4.6,0.00,100.0,0.0,1.0
10/30/2018,03:00,4.6,0.00,100.0,0.0,1.5
10/30/2018,04:00,4.8,0.00,100.0,0.0,1.6
10/30/2018,05:00,5.1,0.00,100.0,0.0,1.8
10/30/2018,06:00,5.2,0.00,100.0,0.0,2.2
10/30/2018,07:00,5.4,0.00,100.0,0.0,2.1
10/30/2018,08:00,5.8,0.00,100.0,11.8,2.2
10/30/2018,09:00,6.5,0.00,100.0,120.6,2.0
10/30/2018,10:00,7.3,0.00,99.4,345.1,2.1
10/30/2018,11:00,8.7,0.00,90.9,552.0,2.6
10/30/2018,12:00,10.7,0.00,78.8,863.2,2.0
10/30/2018,13:00,12.6,0.00,68.3,1113.7,2.2
10/30/2018,14:00,12.4,0.00,68.8,737.4,1.5
10/30/2018,15:00,12.7,0.00,67.5,457.8,0.8
10/30/2018,16:00,12.7,0.00,66.9,370.0,1.7
10/30/2018,17:00,12.1,0.00,69.0,171.9,0.2
10/30/2018,18:00,11.0,0.00,77.7,36.0,0.3
10/30/2018,19:00,10.1,0.00,79.3,0.0,1.2
10/30/2018,20:00,9.2,0.00,82.1,0.0,2.7
10/30/2018,21:00,8.6,0.00,84.4,0.0,2.4
10/30/2018,22:00,8.1,0.00,88.0,0.0,1.4
10/30/2018,23:00,7.7,0.00,89.2,0.0,1.9
10/30/2018,24:00,7.2,0.00,92.0,0.0,2.1
10/31/2018,01:00,6.9,0.00,92.5,0.0,2.6
10/31/2018,02:00,6.6,0.00,87.2,0.0,2.7
10/31/2018,03:00,5.9,0.00,89.8,0.0,2.5
10/31/2018,04:00,5.0,0.00,93.6,0.0,1.0
10/31/2018,05:00,3.8,0.00,100.0,0.0,0.2
10/31/2018,06:00,2.7,0.00,100.0,0.0,0.2
10/31/2018,07:00,1.7,0.00,100.0,0.0,0.2
10/31/2018,08:00,1.6,0.00,100.0,10.1,0.2
10/31/2018,09:00,1.6,0.00,100.0,115.7,0.4
10/31/2018,10:00,4.3,0.00,96.9,836.7,1.2
10/31/2018,11:00,8.8,0.00,70.7,1343.0,2.5
10/31/2018,12:00,10.5,0.00,62.0,1602.7,3.1
10/31/2018,13:00,11.7,0.00,51.7,1754.0,3.7
10/31/2018,14:00,12.4,0.00,40.9,1689.7,4.1
10/31/2018,15:00,11.7,0.00,41.6,980.2,3.6
10/31/2018,16:00,12.1,0.00,42.7,990.2,3.2
10/31/2018,17:00,11.9,0.00,39.9,436.5,2.8
10/31/2018,18:00,10.2,0.00,47.1,66.4,1.2
10/31/2018,19:00,8.6,0.00,53.2,0.2,0.9
10/31/2018,20:00,7.3,0.00,59.0,0.0,0.6
10/31/2018,21:00,5.5,0.00,67.6,0.0,0.3
10/31/2018,22:00,3.7,0.00,78.4,0.0,0.2
