
	Warning... 
	   Date Selected:                 20180101:0100
	   First Entry In Datebase:       20180215:0100
	   ...Resetting Date Selected To: 20180215:0100
hancock
hourly summary

date,time,atmp,pcpn,relh,srad,wspd
02/15/2018,01:00,2.6,0.00,89.7,0.3,3.2
02/15/2018,02:00,2.5,0.00,91.1,0.3,2.9
02/15/2018,03:00,2.8,0.00,91.0,0.5,2.9
02/15/2018,04:00,2.6,0.00,91.4,0.5,2.3
02/15/2018,05:00,2.4,0.00,91.5,0.5,2.0
02/15/2018,06:00,2.3,0.00,91.4,0.5,1.6
02/15/2018,07:00,1.9,0.00,91.8,1.5,0.8
02/15/2018,08:00,2.2,0.00,88.5,39.0,1.4
02/15/2018,09:00,2.7,0.00,82.6,313.0,1.3
02/15/2018,10:00,3.5,0.00,77.7,936.1,1.2
02/15/2018,11:00,5.4,0.00,67.8,1613.3,1.5
02/15/2018,12:00,6.4,0.00,62.5,1768.2,2.1
02/15/2018,13:00,6.3,0.00,62.2,1205.9,1.5
02/15/2018,14:00,6.3,0.00,61.5,1136.3,2.3
02/15/2018,15:00,5.4,0.00,65.3,889.6,3.1
02/15/2018,16:00,4.2,0.00,68.6,575.8,3.2
02/15/2018,17:00,3.5,0.00,69.5,199.2,1.8
02/15/2018,18:00,2.7,0.00,71.1,13.6,1.1
02/15/2018,19:00,1.7,0.00,73.4,0.0,1.8
02/15/2018,20:00,0.9,0.00,72.2,0.0,2.5
02/15/2018,21:00,-0.6,0.00,78.4,0.0,1.5
02/15/2018,22:00,-0.6,0.00,80.9,0.0,2.2
02/15/2018,23:00,-0.5,0.00,76.2,0.0,3.4
02/15/2018,24:00,-1.5,0.00,79.8,0.0,4.1
02/16/2018,01:00,-2.4,0.00,86.9,0.0,3.3
02/16/2018,02:00,-2.6,0.00,83.8,0.0,2.6
02/16/2018,03:00,-2.4,0.00,79.3,0.0,3.4
02/16/2018,04:00,-2.7,0.00,78.2,0.0,3.9
02/16/2018,05:00,-3.2,0.00,71.7,0.0,3.5
02/16/2018,06:00,-5.2,0.00,64.7,0.0,4.1
02/16/2018,07:00,-7.4,0.00,63.6,3.0,4.2
02/16/2018,08:00,-9.2,0.00,59.3,147.5,3.5
02/16/2018,09:00,-9.9,0.00,42.7,833.7,4.1
02/16/2018,10:00,-9.3,0.00,50.9,1370.0,3.5
02/16/2018,11:00,-8.8,0.00,43.5,1788.0,3.5
02/16/2018,12:00,-8.3,0.00,36.7,2025.6,3.4
02/16/2018,13:00,-7.7,0.00,34.8,2067.2,3.1
02/16/2018,14:00,-7.1,0.00,34.8,1912.8,3.0
02/16/2018,15:00,-6.5,0.00,35.1,1525.0,2.8
02/16/2018,16:00,-6.0,0.00,33.5,1082.4,2.6
02/16/2018,17:00,-6.1,0.00,34.3,508.1,2.1
02/16/2018,18:00,-7.4,0.00,38.1,28.0,1.2
02/16/2018,19:00,-9.2,0.00,47.4,0.0,0.6
02/16/2018,20:00,-9.3,0.00,55.2,0.0,1.0
02/16/2018,21:00,-9.2,0.00,50.8,0.0,1.3
02/16/2018,22:00,-9.2,0.00,52.6,0.0,1.8
02/16/2018,23:00,-9.9,0.00,57.3,0.0,1.6
02/16/2018,24:00,-10.5,0.00,63.3,0.0,1.7
02/17/2018,01:00,-10.3,0.00,61.8,0.0,2.0
02/17/2018,02:00,-9.7,0.00,57.9,0.0,2.0
02/17/2018,03:00,-9.5,0.00,58.5,0.0,1.9
02/17/2018,04:00,-9.1,0.00,59.8,0.0,2.8
02/17/2018,05:00,-8.9,0.00,60.4,0.0,2.6
02/17/2018,06:00,-8.2,0.00,63.0,0.0,3.1
02/17/2018,07:00,-7.7,0.00,65.2,0.7,3.0
02/17/2018,08:00,-7.1,0.00,62.3,64.6,3.3
02/17/2018,09:00,-6.3,0.00,59.0,296.2,2.6
02/17/2018,10:00,-5.5,0.00,58.4,265.0,2.4
02/17/2018,11:00,-4.6,0.00,58.5,416.8,2.8
02/17/2018,12:00,-5.0,0.00,80.2,439.5,3.0
02/17/2018,13:00,-4.9,0.00,90.8,568.6,2.1
02/17/2018,14:00,-4.3,0.00,91.6,541.2,1.6
02/17/2018,15:00,-4.1,0.00,91.1,624.2,2.1
02/17/2018,16:00,-3.5,0.00,88.4,596.4,1.8
02/17/2018,17:00,-3.1,0.00,84.1,114.6,1.9
02/17/2018,18:00,-3.1,0.00,83.3,29.0,2.3
02/17/2018,19:00,-3.0,0.00,83.7,0.0,2.1
02/17/2018,20:00,-3.1,0.00,84.3,0.0,1.9
02/17/2018,21:00,-3.9,0.00,85.3,0.0,2.1
02/17/2018,22:00,-4.4,0.00,88.1,0.0,2.2
02/17/2018,23:00,-4.5,0.00,88.2,0.0,2.0
02/17/2018,24:00,-5.7,0.00,91.6,0.0,1.2
02/18/2018,01:00,-6.0,0.00,92.0,0.0,1.0
02/18/2018,02:00,-7.0,0.00,93.6,0.0,0.6
02/18/2018,03:00,-9.1,0.00,93.0,0.0,0.2
02/18/2018,04:00,-11.4,0.00,93.1,0.0,0.3
02/18/2018,05:00,-12.4,0.00,92.4,0.0,0.4
02/18/2018,06:00,-11.2,0.00,92.7,0.0,0.4
02/18/2018,07:00,-10.0,0.00,93.2,6.9,0.3
02/18/2018,08:00,-7.6,0.00,94.2,73.7,0.4
02/18/2018,09:00,-6.1,0.00,89.8,332.0,1.2
02/18/2018,10:00,-4.2,0.00,80.4,888.6,2.7
02/18/2018,11:00,-1.7,0.00,66.7,1393.4,4.3
02/18/2018,12:00,0.7,0.51,60.2,1462.9,5.4
02/18/2018,13:00,1.8,0.51,60.8,1169.5,5.4
02/18/2018,14:00,2.3,0.00,60.8,879.3,5.6
02/18/2018,15:00,1.4,0.00,64.5,366.1,4.8
02/18/2018,16:00,1.3,0.00,67.0,262.7,4.7
02/18/2018,17:00,1.2,0.00,68.9,206.7,4.9
02/18/2018,18:00,1.2,0.00,66.9,24.9,5.2
02/18/2018,19:00,0.8,0.00,69.7,0.0,3.0
02/18/2018,20:00,0.3,0.00,74.1,0.0,2.0
02/18/2018,21:00,1.5,0.00,74.8,0.0,3.2
02/18/2018,22:00,2.5,0.00,76.2,0.0,3.6
02/18/2018,23:00,2.5,0.00,78.0,0.0,3.5
02/18/2018,24:00,1.7,0.00,81.6,0.1,2.3
02/19/2018,01:00,0.6,0.00,86.9,0.3,1.5
02/19/2018,02:00,0.6,0.00,88.4,0.5,1.9
02/19/2018,03:00,0.3,0.00,89.7,0.2,2.0
02/19/2018,04:00,0.0,0.00,91.5,0.6,1.1
02/19/2018,05:00,-0.3,0.00,94.2,1.0,0.6
02/19/2018,06:00,-0.5,0.00,96.4,1.4,0.3
02/19/2018,07:00,0.4,0.00,94.0,3.2,0.2
02/19/2018,08:00,1.0,0.00,91.4,66.1,0.3
02/19/2018,09:00,1.9,0.00,86.9,315.6,0.7
02/19/2018,10:00,2.4,0.00,83.7,544.8,1.9
02/19/2018,11:00,2.4,0.00,82.7,560.2,2.1
02/19/2018,12:00,3.0,0.00,79.2,538.9,1.7
02/19/2018,13:00,3.1,0.00,79.0,564.8,2.5
02/19/2018,14:00,2.9,0.00,79.1,483.5,2.5
02/19/2018,15:00,1.8,0.00,84.1,197.6,2.5
02/19/2018,16:00,0.4,0.00,91.5,89.0,2.5
02/19/2018,17:00,-0.7,0.00,97.0,78.7,2.4
02/19/2018,18:00,-1.3,0.00,97.6,10.5,2.3
02/19/2018,19:00,-1.6,0.00,98.0,5.1,2.1
02/19/2018,20:00,-1.8,0.00,98.3,5.0,1.7
02/19/2018,21:00,-1.9,0.00,99.8,4.9,1.5
02/19/2018,22:00,-1.9,0.00,99.9,5.0,1.2
02/19/2018,23:00,-2.0,0.00,100.0,4.9,1.4
02/19/2018,24:00,-2.0,0.00,100.0,4.9,1.3
02/20/2018,01:00,-1.9,0.00,99.9,4.8,1.2
02/20/2018,02:00,-2.2,0.00,99.9,4.1,1.2
02/20/2018,03:00,-2.5,0.00,99.9,3.6,1.2
02/20/2018,04:00,-2.5,0.00,99.9,3.8,0.8
02/20/2018,05:00,-2.2,0.51,99.9,5.1,0.7
02/20/2018,06:00,-1.2,4.83,100.0,3.3,0.6
02/20/2018,07:00,-0.5,0.51,100.0,0.7,0.4
02/20/2018,08:00,-0.5,0.00,100.0,15.9,0.2
02/20/2018,09:00,-0.3,0.00,100.0,213.9,0.2
02/20/2018,10:00,0.2,2.03,100.0,560.0,0.2
02/20/2018,11:00,0.3,0.51,100.0,365.1,0.2
02/20/2018,12:00,0.5,0.51,100.0,428.4,1.1
02/20/2018,13:00,0.4,0.00,100.0,231.6,2.3
02/20/2018,14:00,0.1,0.00,99.8,279.0,2.4
02/20/2018,15:00,0.1,0.00,96.0,371.6,2.6
02/20/2018,16:00,-0.8,0.00,97.1,139.7,3.6
02/20/2018,17:00,-2.3,0.00,94.9,66.5,3.8
02/20/2018,18:00,-3.3,0.00,90.9,7.8,4.4
02/20/2018,19:00,-3.8,0.00,88.8,0.0,3.7
02/20/2018,20:00,-4.2,0.00,88.6,0.0,3.9
02/20/2018,21:00,-4.7,0.00,90.1,0.0,3.2
02/20/2018,22:00,-5.4,0.00,84.1,0.0,3.9
02/20/2018,23:00,-6.2,0.00,84.2,0.0,3.8
02/20/2018,24:00,-6.7,0.00,84.7,0.0,3.6
02/21/2018,01:00,-7.1,0.00,79.9,0.0,3.1
02/21/2018,02:00,-7.7,0.00,81.0,0.0,3.0
02/21/2018,03:00,-8.2,0.00,81.4,0.0,2.9
02/21/2018,04:00,-8.8,0.00,81.0,0.0,2.8
02/21/2018,05:00,-9.3,0.00,84.8,0.0,2.2
02/21/2018,06:00,-10.2,0.00,83.8,0.0,2.5
02/21/2018,07:00,-11.0,0.00,86.3,5.5,2.3
02/21/2018,08:00,-11.7,0.00,84.5,140.0,2.7
02/21/2018,09:00,-11.8,0.00,81.3,694.2,2.7
02/21/2018,10:00,-10.8,0.00,75.3,1263.1,2.4
02/21/2018,11:00,-9.3,0.00,69.3,1617.4,2.3
02/21/2018,12:00,-7.8,0.00,62.9,1956.6,2.5
02/21/2018,13:00,-6.6,0.00,61.1,1970.1,2.3
02/21/2018,14:00,-6.2,0.00,60.6,1640.1,2.5
02/21/2018,15:00,-5.8,0.00,60.4,1372.7,2.1
02/21/2018,16:00,-5.0,0.00,58.7,1132.6,1.8
02/21/2018,17:00,-5.1,0.00,59.0,569.6,1.4
02/21/2018,18:00,-6.0,0.00,66.0,58.0,0.4
02/21/2018,19:00,-6.8,0.00,74.4,0.0,0.3
02/21/2018,20:00,-8.3,0.00,85.2,0.0,0.3
02/21/2018,21:00,-8.8,0.00,85.8,0.0,0.5
02/21/2018,22:00,-9.2,0.00,82.5,0.0,0.3
02/21/2018,23:00,-9.6,0.00,84.5,0.0,0.2
02/21/2018,24:00,-9.9,0.00,86.3,0.0,0.2
02/22/2018,01:00,-9.5,0.00,84.3,0.0,0.4
02/22/2018,02:00,-8.8,0.00,79.1,0.0,1.0
02/22/2018,03:00,-8.5,0.00,78.3,0.0,0.5
02/22/2018,04:00,-8.0,0.00,76.5,0.0,0.4
02/22/2018,05:00,-8.3,0.00,76.4,0.0,0.5
02/22/2018,06:00,-8.3,0.00,76.4,0.0,0.9
02/22/2018,07:00,-8.0,0.00,75.6,2.1,0.9
02/22/2018,08:00,-7.6,0.00,75.5,165.5,0.8
02/22/2018,09:00,-6.5,0.00,71.6,362.3,1.1
02/22/2018,10:00,-5.5,0.00,70.0,494.1,1.1
02/22/2018,11:00,-4.0,0.00,69.3,820.8,1.2
02/22/2018,12:00,-2.9,0.00,69.7,913.2,1.3
02/22/2018,13:00,-1.6,0.00,63.7,1028.0,1.5
02/22/2018,14:00,-0.9,0.00,57.4,713.5,1.5
02/22/2018,15:00,-0.6,0.00,57.9,582.9,1.5
02/22/2018,16:00,-0.8,0.00,64.1,381.9,1.2
02/22/2018,17:00,-0.9,0.00,66.3,129.3,1.1
02/22/2018,18:00,-1.1,0.00,66.1,17.6,1.5
02/22/2018,19:00,-1.4,0.00,69.7,0.0,1.6
02/22/2018,20:00,-1.6,0.00,69.5,0.0,1.7
02/22/2018,21:00,-1.9,0.00,75.8,0.0,1.5
02/22/2018,22:00,-2.4,0.00,94.8,0.0,1.6
02/22/2018,23:00,-2.3,0.00,98.3,0.0,1.5
02/22/2018,24:00,-1.7,0.00,99.9,0.0,1.5
02/23/2018,01:00,-1.4,0.00,99.1,0.0,1.6
02/23/2018,02:00,-1.0,0.00,98.7,0.0,1.8
02/23/2018,03:00,-0.7,0.00,100.0,0.2,1.8
02/23/2018,04:00,-0.1,1.27,100.0,0.0,1.5
02/23/2018,05:00,0.2,0.76,100.0,0.0,1.3
02/23/2018,06:00,0.3,0.51,100.0,0.0,1.4
02/23/2018,07:00,0.5,0.51,100.0,0.9,1.5
02/23/2018,08:00,0.6,0.51,100.0,57.6,1.4
02/23/2018,09:00,0.8,1.02,100.0,233.1,2.0
02/23/2018,10:00,1.0,0.76,97.2,582.9,2.8
02/23/2018,11:00,1.1,0.00,93.6,544.7,3.4
02/23/2018,12:00,1.3,0.00,89.6,721.9,2.7
02/23/2018,13:00,1.1,0.00,83.4,596.7,4.4
02/23/2018,14:00,0.6,0.00,84.0,440.8,4.1
02/23/2018,15:00,0.2,0.00,83.3,283.4,3.9
02/23/2018,16:00,-0.1,0.00,81.9,183.0,3.4
02/23/2018,17:00,-0.5,0.00,78.9,143.4,3.0
02/23/2018,18:00,-0.8,0.00,78.5,29.6,2.4
02/23/2018,19:00,-1.1,0.00,77.9,0.0,3.0
02/23/2018,20:00,-1.6,0.00,77.8,0.0,2.7
02/23/2018,21:00,-1.8,0.00,78.9,0.0,2.4
02/23/2018,22:00,-2.0,0.00,80.4,0.0,2.3
02/23/2018,23:00,-2.4,0.00,80.2,0.0,2.9
02/23/2018,24:00,-3.2,0.00,82.4,0.0,1.9
02/24/2018,01:00,-4.4,0.00,88.8,0.0,0.4
02/24/2018,02:00,-5.7,0.00,95.0,0.0,0.2
02/24/2018,03:00,-6.7,0.00,97.2,0.0,0.2
02/24/2018,04:00,-7.4,0.00,97.1,0.0,0.2
02/24/2018,05:00,-7.9,0.00,96.4,0.0,0.2
02/24/2018,06:00,-8.4,0.00,95.4,0.0,0.2
02/24/2018,07:00,-7.9,0.00,96.5,8.1,0.5
02/24/2018,08:00,-6.0,0.00,96.4,247.0,0.8
02/24/2018,09:00,-2.8,0.00,86.2,877.1,1.1
02/24/2018,10:00,-1.7,0.00,79.6,1033.9,1.8
02/24/2018,11:00,-0.5,0.00,75.0,1104.8,1.8
02/24/2018,12:00,1.3,0.00,69.6,1739.6,1.9
02/24/2018,13:00,2.3,0.00,67.0,1724.2,2.3
02/24/2018,14:00,1.8,0.00,70.0,709.6,2.0
02/24/2018,15:00,1.1,0.00,73.5,400.7,2.3
02/24/2018,16:00,1.0,0.00,75.1,291.5,2.1
02/24/2018,17:00,0.7,0.00,79.3,139.7,2.4
02/24/2018,18:00,-0.2,0.00,92.1,14.8,2.5
02/24/2018,19:00,-0.5,0.00,97.5,0.0,2.7
02/24/2018,20:00,-0.3,0.25,99.0,0.0,2.8
02/24/2018,21:00,-0.2,0.25,99.7,0.1,2.6
02/24/2018,22:00,0.2,3.81,99.9,0.0,2.2
02/24/2018,23:00,0.6,1.78,99.9,0.0,1.6
02/24/2018,24:00,0.6,0.51,100.0,0.0,1.1
02/25/2018,01:00,1.0,0.76,99.9,0.0,2.2
02/25/2018,02:00,0.9,0.51,96.8,0.1,3.9
02/25/2018,03:00,-0.0,0.00,93.1,0.0,4.8
02/25/2018,04:00,-2.4,0.00,88.6,0.0,5.4
02/25/2018,05:00,-4.0,0.00,84.9,0.0,4.7
02/25/2018,06:00,-4.3,0.00,83.9,0.0,4.8
02/25/2018,07:00,-4.5,0.00,82.0,6.8,4.4
02/25/2018,08:00,-5.1,0.00,82.2,110.5,4.3
02/25/2018,09:00,-5.1,0.00,83.9,191.8,4.3
02/25/2018,10:00,-4.5,0.00,82.6,617.3,4.3
02/25/2018,11:00,-3.2,0.00,76.7,1584.6,4.6
02/25/2018,12:00,-1.9,0.00,69.7,1671.4,4.6
02/25/2018,13:00,-0.9,0.25,64.9,1616.6,4.6
02/25/2018,14:00,0.1,0.00,62.4,1480.3,4.5
02/25/2018,15:00,0.7,0.00,61.6,1660.6,4.9
02/25/2018,16:00,1.2,0.00,62.0,1168.8,4.6
02/25/2018,17:00,1.2,0.00,61.1,594.0,5.0
02/25/2018,18:00,0.1,0.00,66.1,73.2,4.2
02/25/2018,19:00,-0.7,0.00,69.9,0.0,4.4
02/25/2018,20:00,-1.3,0.00,72.4,0.0,3.5
02/25/2018,21:00,-1.8,0.00,76.1,0.0,3.1
02/25/2018,22:00,-2.2,0.00,79.2,0.0,2.7
02/25/2018,23:00,-2.6,0.00,81.1,0.0,2.7
02/25/2018,24:00,-2.8,0.00,81.1,0.0,2.5
02/26/2018,01:00,-3.3,0.00,82.7,0.0,1.6
02/26/2018,02:00,-3.9,0.00,86.0,0.0,1.1
02/26/2018,03:00,-4.1,0.00,86.6,0.0,1.4
02/26/2018,04:00,-4.4,0.00,88.6,0.0,1.2
02/26/2018,05:00,-4.7,0.00,89.6,0.0,0.8
02/26/2018,06:00,-5.1,0.00,90.8,0.0,0.7
02/26/2018,07:00,-5.2,0.00,91.6,12.7,1.1
02/26/2018,08:00,-3.9,0.00,85.5,347.4,1.9
02/26/2018,09:00,-1.7,0.00,79.0,965.6,2.7
02/26/2018,10:00,0.3,0.00,75.2,1506.6,2.6
02/26/2018,11:00,2.2,0.00,69.2,1916.2,2.6
02/26/2018,12:00,3.9,0.00,63.2,2141.7,2.6
02/26/2018,13:00,5.2,0.00,58.7,2082.4,2.6
02/26/2018,14:00,6.3,0.00,53.8,1999.9,2.9
02/26/2018,15:00,7.3,0.00,43.6,1642.1,2.9
02/26/2018,16:00,7.6,0.00,42.6,1183.0,2.9
02/26/2018,17:00,7.4,0.00,43.0,602.5,2.7
02/26/2018,18:00,5.3,0.00,52.1,77.5,1.6
02/26/2018,19:00,2.3,0.00,64.4,0.0,0.3
02/26/2018,20:00,3.0,0.00,61.4,0.0,1.1
02/26/2018,21:00,2.8,0.00,67.2,0.0,2.0
02/26/2018,22:00,2.7,0.00,73.3,0.0,2.1
02/26/2018,23:00,2.8,0.00,75.8,0.0,2.3
02/26/2018,24:00,3.0,0.00,74.0,0.0,2.2
02/27/2018,01:00,3.5,0.00,69.0,0.0,2.2
02/27/2018,02:00,3.5,0.00,67.9,0.0,2.9
02/27/2018,03:00,3.5,0.00,65.3,0.0,3.1
02/27/2018,04:00,3.6,0.00,63.2,0.0,3.0
02/27/2018,05:00,3.8,0.00,62.2,0.0,3.3
02/27/2018,06:00,3.7,0.00,62.5,0.0,3.2
02/27/2018,07:00,3.6,0.00,62.9,17.4,2.0
02/27/2018,08:00,3.0,0.00,65.6,309.1,1.3
02/27/2018,09:00,4.3,0.00,63.9,915.5,1.8
02/27/2018,10:00,6.7,0.00,55.6,1393.3,2.2
02/27/2018,11:00,8.8,0.00,50.7,1902.0,1.9
02/27/2018,12:00,10.0,0.00,50.7,2095.8,2.0
02/27/2018,13:00,11.0,0.00,55.4,2114.4,2.4
02/27/2018,14:00,12.0,0.00,58.7,1913.5,2.5
02/27/2018,15:00,12.5,0.00,57.5,1628.3,2.2
02/27/2018,16:00,12.9,0.00,57.3,1151.9,2.1
02/27/2018,17:00,12.2,0.00,58.5,359.9,1.3
02/27/2018,18:00,10.5,0.00,63.1,54.6,0.3
02/27/2018,19:00,10.1,0.00,67.1,0.0,1.3
02/27/2018,20:00,9.7,0.00,69.8,0.0,1.6
02/27/2018,21:00,7.9,0.00,77.0,0.0,0.2
02/27/2018,22:00,6.2,0.00,83.2,0.0,0.2
02/27/2018,23:00,3.3,0.00,92.2,0.0,0.3
02/27/2018,24:00,1.3,0.00,97.2,0.0,0.2
02/28/2018,01:00,0.6,0.00,99.7,0.0,0.2
02/28/2018,02:00,-0.5,0.00,100.0,0.0,0.2
02/28/2018,03:00,-0.8,0.00,100.0,0.0,0.3
02/28/2018,04:00,2.0,0.00,99.9,0.0,0.9
02/28/2018,05:00,1.5,0.00,98.3,0.0,1.5
02/28/2018,06:00,1.0,0.00,96.9,0.0,2.2
02/28/2018,07:00,0.7,0.00,97.4,17.9,1.6
02/28/2018,08:00,1.0,0.00,98.1,173.6,1.7
02/28/2018,09:00,1.3,0.00,99.9,289.1,1.7
02/28/2018,10:00,1.5,0.00,99.8,405.1,1.6
02/28/2018,11:00,1.9,0.00,98.0,584.8,2.0
02/28/2018,12:00,2.4,0.00,94.7,648.6,1.9
02/28/2018,13:00,2.8,0.00,91.5,598.0,1.9
02/28/2018,14:00,3.5,0.00,87.7,651.6,1.8
02/28/2018,15:00,4.7,0.00,81.9,1002.3,1.8
02/28/2018,16:00,5.4,0.00,77.0,704.4,1.6
02/28/2018,17:00,5.1,0.00,78.3,303.9,1.2
02/28/2018,18:00,4.1,0.00,82.7,62.4,0.5
02/28/2018,19:00,2.4,0.00,88.8,0.0,0.2
02/28/2018,20:00,1.6,0.00,92.6,0.0,0.2
02/28/2018,21:00,2.1,0.00,90.2,0.0,0.4
02/28/2018,22:00,1.9,0.00,90.2,0.0,0.5
02/28/2018,23:00,1.4,0.00,92.9,0.0,0.4
02/28/2018,24:00,0.9,0.00,92.9,0.0,0.7
03/01/2018,01:00,0.6,0.00,89.5,0.0,1.6
03/01/2018,02:00,0.5,0.00,87.8,0.0,1.9
03/01/2018,03:00,0.0,0.00,82.5,0.0,2.2
03/01/2018,04:00,-0.5,0.00,80.4,0.0,1.6
03/01/2018,05:00,-1.0,0.00,77.6,0.0,1.8
03/01/2018,06:00,-1.8,0.00,75.5,0.0,1.8
03/01/2018,07:00,-2.4,0.00,77.1,9.6,1.7
03/01/2018,08:00,-2.1,0.00,75.6,240.3,2.3
03/01/2018,09:00,-1.2,0.00,73.1,423.6,2.7
03/01/2018,10:00,-0.5,0.00,71.7,590.5,2.6
03/01/2018,11:00,0.7,0.00,66.7,963.5,1.7
03/01/2018,12:00,1.1,0.00,65.2,633.4,1.8
03/01/2018,13:00,0.1,0.00,81.7,694.3,1.4
03/01/2018,14:00,2.1,0.00,74.2,1981.7,0.9
03/01/2018,15:00,4.1,0.00,59.8,1709.1,1.3
03/01/2018,16:00,5.4,0.00,55.2,1182.9,2.3
03/01/2018,17:00,5.2,0.00,55.0,642.3,3.2
03/01/2018,18:00,3.2,0.00,64.3,99.2,2.6
03/01/2018,19:00,1.2,0.00,74.4,0.3,1.6
03/01/2018,20:00,0.6,0.00,79.2,0.0,1.6
03/01/2018,21:00,-0.1,0.00,86.6,0.0,0.9
03/01/2018,22:00,-1.5,0.00,91.6,0.0,0.3
03/01/2018,23:00,-2.7,0.00,97.1,0.0,0.2
03/01/2018,24:00,-2.2,0.00,98.1,0.0,0.5
03/02/2018,01:00,-2.5,0.00,94.7,0.0,0.5
03/02/2018,02:00,-3.3,0.00,93.6,0.0,0.2
03/02/2018,03:00,-4.5,0.00,95.5,0.0,0.2
03/02/2018,04:00,-4.8,0.00,97.0,0.0,0.2
03/02/2018,05:00,-5.2,0.00,95.7,0.0,0.2
03/02/2018,06:00,-5.5,0.00,94.0,0.0,0.2
03/02/2018,07:00,-5.8,0.00,92.0,15.4,0.2
03/02/2018,08:00,-3.4,0.00,86.2,329.4,0.2
03/02/2018,09:00,-0.9,0.00,77.6,1006.6,0.6
03/02/2018,10:00,0.8,0.00,72.2,1607.6,1.1
03/02/2018,11:00,3.0,0.00,63.4,1951.4,1.1
03/02/2018,12:00,5.3,0.00,48.9,1972.2,0.8
03/02/2018,13:00,6.6,0.00,38.5,2114.2,1.0
03/02/2018,14:00,6.8,0.00,34.4,1658.5,1.6
03/02/2018,15:00,7.2,0.00,32.1,1643.3,1.4
03/02/2018,16:00,7.4,0.00,30.9,1244.0,1.0
03/02/2018,17:00,6.8,0.00,31.9,537.5,0.4
03/02/2018,18:00,4.4,0.00,39.5,69.5,0.3
03/02/2018,19:00,1.9,0.00,51.8,0.2,0.2
03/02/2018,20:00,0.6,0.00,60.0,0.0,0.2
03/02/2018,21:00,1.7,0.00,51.0,0.0,0.3
03/02/2018,22:00,1.8,0.00,51.4,0.0,0.4
03/02/2018,23:00,1.8,0.00,55.6,0.0,0.5
03/02/2018,24:00,1.6,0.00,58.1,0.0,0.8
03/03/2018,01:00,1.4,0.00,59.6,0.0,0.9
03/03/2018,02:00,1.2,0.00,60.6,0.0,0.7
03/03/2018,03:00,0.9,0.00,62.3,0.0,0.9
03/03/2018,04:00,0.5,0.00,63.8,0.0,0.8
03/03/2018,05:00,-0.5,0.00,70.5,0.0,0.3
03/03/2018,06:00,-1.8,0.00,77.6,0.0,0.4
03/03/2018,07:00,-1.8,0.00,79.0,22.2,0.5
03/03/2018,08:00,-0.8,0.00,77.7,116.2,0.8
03/03/2018,09:00,-0.1,0.00,79.3,286.1,1.1
03/03/2018,10:00,0.9,0.00,71.5,765.5,1.6
03/03/2018,11:00,2.4,0.00,60.9,1213.8,2.1
03/03/2018,12:00,4.3,0.00,50.0,1714.4,2.4
03/03/2018,13:00,5.8,0.00,42.5,2192.2,2.8
03/03/2018,14:00,6.5,0.00,35.9,2058.2,3.0
03/03/2018,15:00,6.8,0.00,33.7,1717.8,2.2
03/03/2018,16:00,6.7,0.00,31.3,1222.8,2.3
03/03/2018,17:00,5.8,0.00,31.9,641.7,2.0
03/03/2018,18:00,4.2,0.00,37.4,107.4,1.4
03/03/2018,19:00,2.6,0.00,41.1,0.3,1.0
03/03/2018,20:00,1.5,0.00,47.9,0.0,0.9
03/03/2018,21:00,0.5,0.00,47.5,0.0,1.0
03/03/2018,22:00,-0.4,0.00,47.8,0.0,0.6
03/03/2018,23:00,-1.1,0.00,53.8,0.0,1.1
03/03/2018,24:00,-1.1,0.00,51.8,0.0,1.5
03/04/2018,01:00,-1.0,0.00,55.2,0.0,1.1
03/04/2018,02:00,-0.8,0.00,56.5,0.0,1.0
03/04/2018,03:00,-0.5,0.00,61.0,0.0,1.3
03/04/2018,04:00,-0.4,0.00,64.0,0.0,1.3
03/04/2018,05:00,-0.3,0.00,66.8,0.0,1.0
03/04/2018,06:00,-0.2,0.00,68.5,0.0,0.9
03/04/2018,07:00,-0.1,0.00,69.4,7.2,1.2
03/04/2018,08:00,0.2,0.00,67.0,117.8,1.2
03/04/2018,09:00,0.9,0.00,61.9,378.4,1.7
03/04/2018,10:00,1.6,0.00,55.8,406.1,1.9
03/04/2018,11:00,3.3,0.00,45.5,917.1,2.4
03/04/2018,12:00,4.2,0.00,41.8,803.9,2.0
03/04/2018,13:00,6.0,0.00,34.8,1510.1,2.1
03/04/2018,14:00,7.0,0.00,30.7,1769.1,2.6
03/04/2018,15:00,7.3,0.00,30.1,1731.6,2.9
03/04/2018,16:00,6.8,0.00,29.6,1247.1,2.6
03/04/2018,17:00,5.7,0.00,30.9,646.2,2.6
03/04/2018,18:00,3.7,0.00,35.4,132.9,2.2
03/04/2018,19:00,2.1,0.00,43.1,0.2,1.9
03/04/2018,20:00,1.3,0.00,52.5,0.0,1.7
03/04/2018,21:00,0.5,0.00,57.4,0.0,1.8
03/04/2018,22:00,0.2,0.00,59.6,0.0,1.8
03/04/2018,23:00,0.3,0.00,63.3,0.0,2.0
03/04/2018,24:00,0.4,0.00,66.5,0.0,1.9
03/05/2018,01:00,0.2,0.00,67.9,0.0,1.8
03/05/2018,02:00,-0.0,0.00,69.3,0.0,1.7
03/05/2018,03:00,-0.2,0.00,71.2,0.0,1.9
03/05/2018,04:00,-0.4,0.00,70.7,0.0,1.9
03/05/2018,05:00,-0.5,0.00,66.5,0.0,2.2
03/05/2018,06:00,-0.8,0.00,64.0,0.0,1.8
